MUNICIPIO,sigla_uf,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total,longitude,latitude
PAROBE,RS,4361.0,4328.0,3969.0,4322.0,10286.0,8833.0,7973.0,7559.0,4705.0,2162.0,921.0,59419.0,-50.8558957599507,-29.6589867252061
PASSA SETE,RS,383.0,377.0,317.0,389.0,982.0,887.0,818.0,708.0,492.0,306.0,131.0,5790.0,-52.8703698592992,-29.4396256849525
PASSO DO SOBRADO,RS,365.0,383.0,369.0,381.0,929.0,995.0,859.0,940.0,788.0,389.0,214.0,6612.0,-52.2450696934775,-29.7591866107531
PASSO FUNDO,RS,13434.0,13446.0,13027.0,14032.0,31618.0,33222.0,27713.0,24139.0,19700.0,10538.0,5234.0,206103.0,-52.4525192266301,-28.2689762741909
PAULO BENTO,RS,119.0,124.0,114.0,104.0,284.0,295.0,298.0,348.0,312.0,187.0,118.0,2303.0,-52.3954012369021,-27.7103539499881
PAVERAMA,RS,508.0,528.0,498.0,499.0,1156.0,1181.0,1166.0,1144.0,958.0,588.0,315.0,8541.0,-51.7282581461769,-29.5692242135244
PEDRAS ALTAS,RS,144.0,137.0,111.0,141.0,323.0,259.0,262.0,268.0,163.0,86.0,34.0,1928.0,-53.691108537891,-31.8391932900592
PEDRO OSORIO,RS,441.0,457.0,418.0,459.0,1023.0,984.0,973.0,1085.0,957.0,585.0,301.0,7683.0,-52.8725738005189,-31.9604384092605
PEJUCARA,RS,178.0,187.0,176.0,198.0,506.0,552.0,515.0,560.0,490.0,293.0,185.0,3840.0,-53.5935522205703,-28.4543375189392
PELOTAS,RS,19949.0,20225.0,19588.0,21939.0,50238.0,52548.0,45161.0,42945.0,37098.0,22380.0,11755.0,343826.0,-52.3412368599886,-31.5811449165531
PICADA CAFE,RS,262.0,281.0,281.0,334.0,776.0,895.0,821.0,903.0,659.0,364.0,204.0,5780.0,-51.108388386652,-29.4609968660501
PINHAL,RS,141.0,148.0,135.0,132.0,345.0,385.0,306.0,425.0,316.0,163.0,85.0,2581.0,-53.2351053366201,-27.5290194701866
PINHAL DA SERRA,RS,111.0,111.0,87.0,109.0,317.0,279.0,248.0,236.0,229.0,111.0,58.0,1896.0,-51.2194014458714,-27.8535240903968
PINHAL GRANDE,RS,246.0,249.0,209.0,222.0,654.0,615.0,553.0,606.0,485.0,314.0,156.0,4309.0,-53.3357705086992,-29.2919173114517
PINHEIRINHO DO VALE,RS,311.0,314.0,269.0,293.0,785.0,831.0,660.0,563.0,512.0,270.0,118.0,4926.0,-53.6339926209465,-27.2219622400139
PINHEIRO MACHADO,RS,694.0,713.0,671.0,701.0,1644.0,1630.0,1508.0,1760.0,1419.0,881.0,501.0,12122.0,-53.4133477539928,-31.4047576362027
PINTO BANDEIRA,RS,134.0,145.0,142.0,149.0,363.0,410.0,377.0,458.0,417.0,294.0,179.0,3068.0,-51.4503,-29.0978
PIRAPO,MG,91.0,104.0,85.0,75.0,229.0,259.0,274.0,408.0,357.0,216.0,107.0,2205.0,-44.8674200399398,-17.3932682936216
PIRATINI,RS,1219.0,1259.0,1147.0,1227.0,2747.0,2545.0,2684.0,3010.0,2392.0,1619.0,894.0,20743.0,-53.1031989081255,-31.4383262250922
PLANALTO,BA,541.0,556.0,484.0,545.0,1383.0,1430.0,1251.0,1397.0,1269.0,705.0,396.0,9957.0,-40.465032225704,-14.7033685419139
PLANALTO,SP,541.0,556.0,484.0,545.0,1383.0,1430.0,1251.0,1397.0,1269.0,705.0,396.0,9957.0,-49.9358862021533,-21.0013119243146
PLANALTO,PR,541.0,556.0,484.0,545.0,1383.0,1430.0,1251.0,1397.0,1269.0,705.0,396.0,9957.0,-53.7075834515023,-25.7373314970545
PLANALTO,RS,541.0,556.0,484.0,545.0,1383.0,1430.0,1251.0,1397.0,1269.0,705.0,396.0,9957.0,-53.0780402316192,-27.3353764752333
POCO DAS ANTAS,RS,105.0,116.0,107.0,95.0,252.0,302.0,262.0,301.0,277.0,178.0,110.0,2105.0,-51.6403828872027,-29.4466302135363
PONTAO,RS,242.0,245.0,218.0,217.0,577.0,563.0,501.0,519.0,446.0,253.0,117.0,3898.0,-52.641569681538,-28.0366868582519
PONTE PRETA,RS,61.0,65.0,61.0,53.0,169.0,169.0,193.0,262.0,235.0,154.0,79.0,1501.0,-52.5060738218423,-27.6547706792994
PORTAO,PI,2629.0,2601.0,2431.0,2738.0,6158.0,5951.0,5169.0,4777.0,3335.0,1649.0,643.0,38081.0,-42.7079338354914,-3.9499772655044
PORTO ALEGRE,RS,84653.0,84537.0,83651.0,96877.0,215377.0,228932.0,208294.0,177092.0,161971.0,97569.0,53577.0,1492530.0,-51.1651355343198,-30.0953153270686
PORTO LUCENA,RS,143.0,162.0,144.0,160.0,474.0,502.0,567.0,828.0,756.0,532.0,246.0,4514.0,-54.9588596263088,-27.8509182783991
PORTO MAUA,RS,84.0,98.0,92.0,90.0,250.0,286.0,267.0,394.0,369.0,255.0,147.0,2332.0,-54.6567938828077,-27.5917990290542
PORTO VERA CRUZ,RS,47.0,52.0,38.0,40.0,123.0,108.0,168.0,255.0,219.0,144.0,64.0,1258.0,-54.8907665711248,-27.7548298535822
PORTO XAVIER,RS,553.0,558.0,475.0,526.0,1427.0,1381.0,1458.0,1424.0,1263.0,722.0,357.0,10144.0,-55.1426188451198,-27.9321511332839
POUSO NOVO,RS,86.0,83.0,69.0,67.0,202.0,239.0,209.0,201.0,222.0,142.0,66.0,1586.0,-52.2286056006293,-29.1583926839458
PRESIDENTE LUCENA,RS,151.0,148.0,140.0,164.0,428.0,491.0,435.0,442.0,340.0,145.0,88.0,2972.0,-51.1742332838077,-29.5245449449791
PROGRESSO,RS,328.0,336.0,290.0,304.0,944.0,867.0,885.0,934.0,700.0,424.0,223.0,6235.0,-52.319040778782,-29.2244412280824
PROTASIO ALVES,RS,73.0,83.0,79.0,84.0,209.0,241.0,259.0,357.0,272.0,182.0,90.0,1929.0,-51.4875047155144,-28.7371312584486
PUTINGA,RS,166.0,172.0,154.0,174.0,505.0,551.0,495.0,540.0,562.0,348.0,194.0,3861.0,-52.147831736202,-29.0285741810457
QUARAI,RS,1521.0,1533.0,1391.0,1501.0,3173.0,2778.0,2736.0,2975.0,2347.0,1613.0,963.0,22531.0,-56.1522915618802,-30.2798922761413
QUATRO IRMAOS,RS,133.0,122.0,102.0,111.0,284.0,292.0,254.0,229.0,184.0,91.0,58.0,1860.0,-52.4709595947,-27.8430864636188
QUEVEDOS,RS,166.0,170.0,149.0,143.0,430.0,395.0,414.0,389.0,307.0,162.0,68.0,2793.0,-54.0654164136298,-29.3095317901358
QUINZE DE NOVEMBRO,RS,216.0,228.0,212.0,188.0,438.0,487.0,488.0,521.0,500.0,344.0,188.0,3810.0,-53.1167979810021,-28.7570416185347
REDENTORA,RS,1262.0,1140.0,941.0,1037.0,1982.0,1594.0,1143.0,1054.0,843.0,473.0,313.0,11782.0,-53.6333461263566,-27.573144224204
RELVADO,RS,88.0,96.0,85.0,79.0,209.0,282.0,251.0,277.0,326.0,223.0,152.0,2068.0,-52.067901646125,-29.1186175247667
RESTINGA SECA,RS,804.0,840.0,770.0,815.0,2154.0,2131.0,1939.0,2344.0,2046.0,1193.0,666.0,15702.0,-53.3419913606334,-29.8191536471638
RIO DOS INDIOS,RS,125.0,133.0,109.0,98.0,319.0,309.0,304.0,417.0,392.0,232.0,133.0,2571.0,-52.8795843960185,-27.2529035023606
RIO GRANDE,RS,13820.0,13727.0,12931.0,14401.0,32493.0,32552.0,27777.0,24717.0,21711.0,12437.0,6315.0,212881.0,-52.4043368250912,-32.2197955263211
RIO PARDO,RS,2250.0,2270.0,2073.0,2356.0,5383.0,5427.0,4871.0,5280.0,4444.0,2540.0,1363.0,38257.0,-52.4369955468909,-30.0227718182809
RIOZINHO,RS,277.0,285.0,255.0,291.0,732.0,650.0,631.0,665.0,471.0,304.0,137.0,4698.0,-50.3997146596448,-29.6160584856153
ROCA SALES,RS,670.0,705.0,723.0,719.0,1542.0,1784.0,1479.0,1370.0,1307.0,745.0,512.0,11556.0,-51.8293728454667,-29.2570397349281
RODEIO BONITO,RS,317.0,319.0,290.0,342.0,758.0,861.0,793.0,872.0,746.0,381.0,189.0,5868.0,-53.1705286540785,-27.4633468390304
ROLADOR,RS,114.0,116.0,96.0,91.0,272.0,288.0,301.0,370.0,312.0,212.0,98.0,2270.0,-54.8343781745915,-28.2551214829075
ROLANTE,RS,1319.0,1340.0,1255.0,1394.0,3252.0,3151.0,2951.0,3061.0,2026.0,1224.0,618.0,21591.0,-50.5496968277889,-29.6290251471426
RONDA ALTA,RS,638.0,664.0,610.0,660.0,1527.0,1594.0,1339.0,1358.0,1154.0,713.0,376.0,10633.0,-52.749460487621,-27.8113071811142
RONDINHA,RS,217.0,242.0,218.0,198.0,547.0,572.0,690.0,810.0,703.0,505.0,331.0,5033.0,-52.8930017038075,-27.832527709027
ROQUE GONZALES,RS,343.0,362.0,318.0,317.0,876.0,931.0,874.0,1042.0,887.0,552.0,248.0,6750.0,-55.0872022854854,-28.0600792886519
ROSARIO DO SUL,RS,2396.0,2422.0,2238.0,2491.0,5430.0,5324.0,4813.0,5474.0,4321.0,2792.0,1509.0,39210.0,-55.1104684576443,-30.3255872081292
SAGRADA FAMILIA,RS,154.0,165.0,138.0,120.0,326.0,327.0,346.0,407.0,344.0,181.0,93.0,2601.0,-53.1317957031364,-27.7079083386686
SALDANHA MARINHO,RS,104.0,116.0,113.0,109.0,305.0,349.0,342.0,434.0,356.0,250.0,118.0,2596.0,-53.094298754813,-28.3867648306257
SALTO DO JACUI,RS,894.0,897.0,787.0,826.0,1943.0,1734.0,1680.0,1667.0,1169.0,637.0,278.0,12512.0,-53.2544872422128,-29.0681633935818
SALVADOR DAS MISSOES,RS,88.0,98.0,88.0,109.0,348.0,403.0,344.0,500.0,408.0,224.0,124.0,2734.0,-54.8317444077223,-28.1002744162326
SALVADOR DO SUL,RS,410.0,427.0,422.0,513.0,1202.0,1346.0,1092.0,1066.0,798.0,458.0,241.0,7975.0,-51.5366867683774,-29.4578352886015
SANANDUVA,RS,797.0,835.0,802.0,827.0,2171.0,2504.0,2026.0,2308.0,2107.0,1365.0,640.0,16382.0,-51.8003767675499,-27.9572222321345
SANTA BARBARA DO SUL,RS,371.0,393.0,361.0,425.0,1100.0,1094.0,1035.0,1250.0,976.0,541.0,267.0,7813.0,-53.2844476995196,-28.3737571736088
SANTA CECILIA DO SUL,RS,67.0,69.0,62.0,83.0,228.0,204.0,208.0,250.0,229.0,165.0,65.0,1630.0,-51.8983744439709,-28.1811793527395
SANTA CLARA DO SUL,RS,369.0,387.0,366.0,343.0,863.0,1103.0,1018.0,839.0,770.0,448.0,249.0,6755.0,-52.1319240764637,-29.4535982150719
SANTA CRUZ DO SUL,RS,7358.0,7455.0,7193.0,8331.0,19814.0,20840.0,18631.0,17284.0,13999.0,7538.0,3828.0,132271.0,-52.4072362571312,-29.6464438120351
SANTA MARIA,RN,16632.0,16989.0,17189.0,19235.0,41614.0,45265.0,37484.0,35364.0,29554.0,16903.0,8930.0,285159.0,-35.7203957018764,-5.78897244772279
SANTA MARIA,RS,16632.0,16989.0,17189.0,19235.0,41614.0,45265.0,37484.0,35364.0,29554.0,16903.0,8930.0,285159.0,-53.8239217001903,-29.7847506832774
SANTA MARIA DO HERVAL,RS,283.0,298.0,285.0,315.0,833.0,969.0,1022.0,1019.0,776.0,397.0,185.0,6382.0,-50.9669346630734,-29.4775584892272
SANTA MARGARIDA DO SUL,RS,152.0,158.0,144.0,152.0,369.0,320.0,355.0,411.0,280.0,169.0,83.0,2593.0,-54.0977728737645,-30.3709681591539
SANTANA DA BOA VISTA,RS,422.0,446.0,401.0,437.0,969.0,899.0,1010.0,1263.0,1042.0,730.0,418.0,8037.0,-53.1769592314879,-30.8169516839116
SANT'ANA DO LIVRAMENTO,RS,4928.0,5016.0,4436.0,4533.0,10557.0,9331.0,9354.0,10331.0,8663.0,5452.0,3046.0,75647.0,-55.5625007087432,-30.7388797320072
SANTA ROSA,RS,4175.0,4245.0,4056.0,4480.0,11049.0,11633.0,10393.0,9897.0,7593.0,4326.0,2035.0,73882.0,-54.497030727821,-27.8644837821582
SANTA TEREZA,RS,60.0,62.0,60.0,72.0,178.0,223.0,207.0,269.0,261.0,188.0,142.0,1722.0,-51.7117311050637,-29.1636756632537
SANTA VITORIA DO PALMAR,RS,1818.0,1823.0,1616.0,1773.0,4134.0,3800.0,3746.0,4017.0,3343.0,2069.0,1159.0,29298.0,-53.0062958961726,-33.1632031104067
SANTIAGO,RS,2652.0,2776.0,2641.0,2864.0,6532.0,6963.0,6458.0,6942.0,5852.0,3645.0,1973.0,49298.0,-54.7965967244112,-29.1271846517916
SANTO ANGELO,RS,4643.0,4770.0,4525.0,4857.0,11206.0,11401.0,10387.0,10180.0,8212.0,4824.0,2539.0,77544.0,-54.2975834462629,-28.2507489883934
SANTO ANTONIO DO PALMA,RS,96.0,103.0,100.0,112.0,290.0,317.0,298.0,329.0,253.0,143.0,77.0,2118.0,-52.0085633213975,-28.4955690358971
SANTO ANTONIO DA PATRULHA,RS,2533.0,2590.0,2395.0,2668.0,6199.0,6067.0,5719.0,6208.0,4660.0,2859.0,1499.0,43397.0,-50.5593307034697,-29.8726770464832
SANTO ANTONIO DAS MISSOES,RS,602.0,637.0,559.0,484.0,1262.0,1161.0,1264.0,1427.0,1262.0,840.0,432.0,9930.0,-55.4259165253174,-28.4938927389079
SANTO ANTONIO DO PLANALTO,RS,106.0,111.0,99.0,101.0,269.0,258.0,242.0,342.0,266.0,146.0,78.0,2018.0,-52.681416688979,-28.3651464277086
SANTO AUGUSTO,RS,812.0,834.0,766.0,711.0,1789.0,1903.0,1861.0,1955.0,1696.0,1006.0,480.0,13813.0,-53.755992430218,-27.903177022968
SANTO CRISTO,RS,644.0,688.0,622.0,615.0,1817.0,1986.0,1920.0,2308.0,1995.0,1062.0,520.0,14177.0,-54.7109211923871,-27.7983269385826
SANTO EXPEDITO DO SUL,RS,107.0,113.0,106.0,102.0,249.0,311.0,259.0,391.0,329.0,231.0,89.0,2287.0,-51.66104952551,-27.9230983384338
SAO BORJA,RS,3678.0,3707.0,3331.0,3615.0,8805.0,8521.0,7980.0,7879.0,6463.0,3810.0,1979.0,59768.0,-55.7967508179443,-28.7466777647526
SAO DOMINGOS DO SUL,RS,133.0,143.0,138.0,142.0,386.0,411.0,349.0,462.0,474.0,317.0,136.0,3091.0,-51.8679593302263,-28.5382135876338
SAO FRANCISCO DE ASSIS,RS,911.0,964.0,870.0,918.0,2337.0,2357.0,2360.0,2733.0,2423.0,1440.0,768.0,18081.0,-55.1312957493964,-29.4478522582572
SAO FRANCISCO DE PAULA,MG,1668.0,1618.0,1416.0,1495.0,3344.0,2973.0,2789.0,2708.0,2085.0,1210.0,565.0,21871.0,-44.9953971370063,-20.7165575924548
SAO FRANCISCO DE PAULA,RS,1668.0,1618.0,1416.0,1495.0,3344.0,2973.0,2789.0,2708.0,2085.0,1210.0,565.0,21871.0,-50.5607473771183,-29.1990481554313
SAO GABRIEL,BA,3930.0,4036.0,3793.0,4083.0,8973.0,8579.0,8088.0,8139.0,6575.0,3948.0,2043.0,62187.0,-41.6940240586845,-11.0619009408901
SAO GABRIEL,RS,3930.0,4036.0,3793.0,4083.0,8973.0,8579.0,8088.0,8139.0,6575.0,3948.0,2043.0,62187.0,-54.3635634800798,-30.3053704018527
SAO JERONIMO,RS,1678.0,1694.0,1554.0,1638.0,3596.0,3585.0,3294.0,3083.0,2445.0,1352.0,650.0,24569.0,-51.9114300725242,-30.2902117807417
SAO JOAO DA URTIGA,RS,187.0,203.0,181.0,179.0,534.0,557.0,590.0,789.0,704.0,490.0,211.0,4625.0,-51.8346892591509,-27.7977139185559
SAO JOAO DO POLESINE,RS,96.0,100.0,101.0,122.0,302.0,361.0,256.0,370.0,382.0,244.0,201.0,2535.0,-53.4729267259943,-29.6456214911119
SAO JORGE,RS,135.0,146.0,139.0,135.0,332.0,383.0,349.0,442.0,409.0,230.0,108.0,2808.0,-51.7159060930914,-28.5012399659044
SAO JOSE DAS MISSOES,RS,136.0,143.0,108.0,117.0,320.0,297.0,327.0,394.0,348.0,206.0,95.0,2491.0,-53.1317669657812,-27.7948149315196
SAO JOSE DO HERVAL,RS,121.0,123.0,99.0,101.0,268.0,252.0,283.0,280.0,218.0,121.0,51.0,1917.0,-52.2744867459952,-29.0651165643884
SAO JOSE DO HORTENCIO,RS,295.0,312.0,304.0,276.0,669.0,738.0,660.0,718.0,546.0,257.0,149.0,4924.0,-51.2571559513075,-29.5358772304291
SAO JOSE DO INHACORA,RS,88.0,95.0,85.0,67.0,245.0,262.0,272.0,311.0,319.0,204.0,92.0,2040.0,-54.1239451344458,-27.7387851064912
SAO JOSE DO NORTE,RS,1697.0,1715.0,1578.0,1751.0,4190.0,3897.0,3493.0,3887.0,3036.0,1743.0,879.0,27866.0,-51.6643014130445,-31.7613855398182
SAO JOSE DO OURO,RS,332.0,348.0,313.0,348.0,972.0,924.0,925.0,1053.0,871.0,538.0,287.0,6911.0,-51.5603585695734,-27.7724438093845
SAO JOSE DO SUL,RS,127.0,133.0,125.0,125.0,327.0,353.0,326.0,339.0,323.0,176.0,110.0,2464.0,-51.4843476137773,-29.5483496162854
SAO JOSE DOS AUSENTES,RS,254.0,242.0,213.0,238.0,590.0,531.0,465.0,472.0,326.0,151.0,77.0,3559.0,-49.9615866131971,-28.6484791019193
SAO LEOPOLDO,RS,16341.0,16183.0,15293.0,17131.0,39015.0,37279.0,32763.0,28766.0,21853.0,11017.0,4737.0,240378.0,-51.1449199287884,-29.7553815739458
SAO LOURENCO DO SUL,RS,2337.0,2433.0,2273.0,2337.0,6008.0,6273.0,5957.0,6075.0,5079.0,3062.0,1667.0,43501.0,-52.1225903440727,-31.2345278699488
SAO LUIZ GONZAGA,RS,1903.0,1956.0,1813.0,1919.0,4596.0,4908.0,4285.0,4342.0,3842.0,2347.0,1213.0,33124.0,-54.8910521482358,-28.4184171811005
SAO MARCOS,RS,1108.0,1158.0,1144.0,1342.0,3202.0,3294.0,2938.0,3203.0,2402.0,1301.0,664.0,21756.0,-51.0651053947233,-28.963124354259
SAO MARTINHO,SC,223.0,247.0,237.0,237.0,612.0,680.0,687.0,861.0,800.0,506.0,246.0,5336.0,-48.9724778173907,-28.1243334351731
SAO MARTINHO,RS,223.0,247.0,237.0,237.0,612.0,680.0,687.0,861.0,800.0,506.0,246.0,5336.0,-53.9534255821643,-27.7291004104367
SAO MARTINHO DA SERRA,RS,182.0,179.0,145.0,154.0,435.0,407.0,434.0,452.0,433.0,259.0,148.0,3228.0,-53.8861712860366,-29.4748018408652
SAO MIGUEL DAS MISSOES,RS,463.0,461.0,393.0,416.0,1062.0,1057.0,985.0,1094.0,937.0,554.0,270.0,7692.0,-54.5215964458303,-28.6729991183879
SAO NICOLAU,RS,287.0,289.0,230.0,247.0,697.0,620.0,676.0,777.0,680.0,430.0,220.0,5153.0,-55.2482323125149,-28.2030869102962
SAO PAULO DAS MISSOES,RS,256.0,277.0,233.0,210.0,663.0,674.0,735.0,950.0,928.0,481.0,247.0,5654.0,-54.9754147113155,-27.9888517215898
SAO PEDRO DA SERRA,RS,224.0,223.0,206.0,242.0,655.0,617.0,541.0,530.0,343.0,199.0,101.0,3881.0,-51.5063427613315,-29.4197035945095
SAO PEDRO DAS MISSOES,RS,131.0,125.0,103.0,123.0,274.0,307.0,267.0,289.0,229.0,123.0,54.0,2025.0,-53.237680539305,-27.7796352853499
SAO PEDRO DO BUTIA,RS,135.0,144.0,129.0,128.0,408.0,412.0,387.0,470.0,395.0,226.0,116.0,2950.0,-54.8948241528537,-28.1235677715386
SAO PEDRO DO SUL,RS,815.0,855.0,799.0,820.0,1976.0,2176.0,2163.0,2375.0,2000.0,1333.0,788.0,16100.0,-54.2377574449133,-29.6115491317255
SAO SEBASTIAO DO CAI,RS,1622.0,1664.0,1605.0,1788.0,4003.0,4076.0,3354.0,3466.0,2635.0,1327.0,621.0,26161.0,-51.3380634908827,-29.5890410911275
SAO SEPE,,1234.0,1286.0,1196.0,1291.0,3115.0,3072.0,2875.0,3447.0,3096.0,1849.0,1031.0,23492.0,,
SAO VALENTIM,RS,123.0,132.0,117.0,135.0,382.0,405.0,380.0,502.0,495.0,354.0,195.0,3220.0,-52.5593976970088,-27.5538512039364
SAO VALENTIM DO SUL,RS,88.0,95.0,86.0,90.0,250.0,336.0,287.0,344.0,337.0,216.0,119.0,2248.0,-51.7609631362344,-29.0570510476776
SAO VALERIO DO SUL,RS,223.0,213.0,184.0,238.0,427.0,378.0,320.0,294.0,255.0,142.0,58.0,2732.0,-53.9088261905954,-27.8212248891485
SAO VENDELINO,RS,102.0,109.0,106.0,129.0,351.0,358.0,357.0,371.0,208.0,124.0,73.0,2288.0,-51.3728847560611,-29.3831468180579
SAO VICENTE DO SUL,RS,500.0,517.0,460.0,481.0,1299.0,1198.0,1114.0,1280.0,1014.0,559.0,320.0,8742.0,-54.7542132604172,-29.7100299167249
SAPIRANGA,RS,5690.0,5617.0,5225.0,6073.0,13377.0,12214.0,11169.0,10283.0,6470.0,3066.0,1330.0,80514.0,-50.9957771058844,-29.6142352779559
SAPUCAIA DO SUL,RS,9886.0,9783.0,9115.0,10430.0,23013.0,22037.0,19342.0,16652.0,13024.0,6731.0,2495.0,142508.0,-51.1338719565137,-29.8233613213376
SARANDI,PR,1520.0,1553.0,1500.0,1647.0,3843.0,3979.0,3410.0,3112.0,2389.0,1375.0,696.0,25024.0,-51.8670895608309,-23.4682844635966
SARANDI,RS,1520.0,1553.0,1500.0,1647.0,3843.0,3979.0,3410.0,3112.0,2389.0,1375.0,696.0,25024.0,-52.8960656684242,-27.9415475361727
SEBERI,RS,650.0,665.0,584.0,565.0,1459.0,1476.0,1340.0,1434.0,1321.0,778.0,406.0,10678.0,-53.3625417444681,-27.5011697459631
SEDE NOVA,RS,169.0,171.0,144.0,152.0,384.0,379.0,407.0,430.0,367.0,183.0,89.0,2875.0,-53.9531361142501,-27.6410264604166
SEGREDO,RS,508.0,496.0,433.0,465.0,1194.0,1082.0,1027.0,961.0,703.0,413.0,183.0,7465.0,-52.9277753326456,-29.3125059156433
SELBACH,RS,234.0,248.0,239.0,278.0,651.0,744.0,597.0,820.0,689.0,377.0,237.0,5114.0,-52.9784577945376,-28.6690858399548
SENADOR SALGADO FILHO,RS,140.0,150.0,135.0,119.0,362.0,370.0,387.0,436.0,373.0,194.0,95.0,2761.0,-54.5365665746315,-28.0289974774845
SENTINELA DO SUL,RS,332.0,333.0,300.0,363.0,841.0,760.0,746.0,787.0,621.0,355.0,197.0,5635.0,-51.6077113212973,-30.625339575434
SERAFINA CORREA,RS,1094.0,1115.0,1129.0,1292.0,2810.0,2970.0,2413.0,2178.0,1655.0,959.0,459.0,18074.0,-51.9336605630906,-28.7017064061688
SERIO,RS,72.0,78.0,74.0,79.0,238.0,246.0,278.0,317.0,249.0,166.0,92.0,1889.0,-52.2440565937315,-29.3950682579853
SERTAO,RS,224.0,234.0,209.0,242.0,644.0,709.0,674.0,841.0,757.0,454.0,232.0,5220.0,-52.3141014777674,-28.0100250213658
SERTAO SANTANA,RS,414.0,408.0,366.0,427.0,992.0,984.0,836.0,856.0,647.0,414.0,242.0,6586.0,-51.6299042941947,-30.466923284679
SETE DE SETEMBRO,RS,92.0,101.0,95.0,87.0,205.0,242.0,280.0,315.0,265.0,160.0,89.0,1931.0,-54.4600849591575,-28.1453591869717
SEVERIANO DE ALMEIDA,RS,152.0,164.0,151.0,163.0,435.0,496.0,441.0,567.0,523.0,333.0,182.0,3607.0,-52.1113778157594,-27.4154257556603
SILVEIRA MARTINS,RS,114.0,116.0,114.0,130.0,268.0,302.0,275.0,330.0,301.0,250.0,165.0,2365.0,-53.5703510758262,-29.6329626950971
SINIMBU,RS,570.0,590.0,525.0,547.0,1406.0,1511.0,1438.0,1369.0,1116.0,689.0,391.0,10152.0,-52.5690606917332,-29.444912503616
SOBRADINHO,BA,864.0,873.0,804.0,909.0,2307.0,2301.0,2005.0,2037.0,1597.0,907.0,437.0,15041.0,-40.865316452176,-9.66333974747978
SOBRADINHO,RS,864.0,873.0,804.0,909.0,2307.0,2301.0,2005.0,2037.0,1597.0,907.0,437.0,15041.0,-53.0267109811314,-29.4047512581507
SOLEDADE,PB,1930.0,1939.0,1767.0,1960.0,4577.0,4512.0,4076.0,4031.0,3390.0,1919.0,966.0,31067.0,-36.3701267976341,-7.10213466581689
SOLEDADE,RS,1930.0,1939.0,1767.0,1960.0,4577.0,4512.0,4076.0,4031.0,3390.0,1919.0,966.0,31067.0,-52.5371775568523,-28.8394428293143
TABAI,SP,355.0,369.0,335.0,310.0,691.0,677.0,659.0,608.0,446.0,251.0,115.0,4816.0,-51.6257641495707,-22.3580207250543
TAPEJARA,PR,1293.0,1327.0,1335.0,1713.0,4400.0,4538.0,3260.0,3120.0,2248.0,1160.0,579.0,24973.0,-52.8903155960486,-23.6584294523113
TAPEJARA,RS,1293.0,1327.0,1335.0,1713.0,4400.0,4538.0,3260.0,3120.0,2248.0,1160.0,579.0,24973.0,-52.0106735218449,-28.0585899763126
TAPERA,RS,617.0,630.0,592.0,660.0,1449.0,1532.0,1357.0,1435.0,1200.0,695.0,402.0,10569.0,-52.8613127716912,-28.6614004853643
TAPES,RS,1082.0,1061.0,942.0,1144.0,2428.0,2244.0,2250.0,2377.0,1980.0,1211.0,644.0,17363.0,-51.4412583202104,-30.6638554415532
TAQUARA,RS,3749.0,3761.0,3468.0,3772.0,8532.0,8072.0,7837.0,7718.0,5784.0,3358.0,1689.0,57740.0,-50.7635614023416,-29.6715054272243
TAQUARI,RS,1663.0,1675.0,1564.0,1729.0,3820.0,3707.0,3510.0,3626.0,2985.0,1739.0,889.0,26907.0,-51.8314872995381,-29.7447409517407
TAQUARUCU DO SUL,RS,156.0,169.0,155.0,144.0,419.0,432.0,387.0,433.0,401.0,260.0,125.0,3081.0,-53.4857531716122,-27.4085146205767
TAVARES,PB,264.0,285.0,264.0,330.0,732.0,683.0,654.0,830.0,754.0,450.0,238.0,5484.0,-37.8913246937544,-7.60051741587809
TAVARES,RS,264.0,285.0,264.0,330.0,732.0,683.0,654.0,830.0,754.0,450.0,238.0,5484.0,-51.0738877743811,-31.2860546758741
TENENTE PORTELA,RS,886.0,863.0,760.0,934.0,1909.0,1873.0,1554.0,1648.0,1544.0,918.0,496.0,13385.0,-53.7640690097464,-27.372688643537
TERRA DE AREIA,RS,727.0,719.0,641.0,735.0,1686.0,1718.0,1447.0,1492.0,1168.0,655.0,335.0,11323.0,-50.0668085246563,-29.60180727667
TEUTONIA,RS,2039.0,2096.0,2053.0,2218.0,5411.0,5608.0,4944.0,4220.0,3253.0,1632.0,801.0,34275.0,-51.7779261633007,-29.4715596043302
TIO HUGO,RS,184.0,180.0,157.0,177.0,476.0,501.0,374.0,432.0,301.0,208.0,88.0,3078.0,-52.598105083877,-28.5827692443003
TIRADENTES DO SUL,RS,314.0,318.0,248.0,233.0,673.0,604.0,718.0,789.0,854.0,542.0,239.0,5532.0,-54.1201886933634,-27.3684045871317
TOROPI,RS,121.0,125.0,111.0,120.0,320.0,362.0,396.0,416.0,390.0,262.0,130.0,2753.0,-54.3011746133437,-29.4703084388767
TORRES,RS,2209.0,2251.0,2058.0,2276.0,5484.0,5590.0,5257.0,5588.0,4812.0,2685.0,1171.0,39381.0,-49.8095033146394,-29.3284490434965
