MUNICIPIO,sigla_uf,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total,longitude,latitude
BIAS FORTES,MG,166.0,169.0,156.0,176.0,418.0,437.0,493.0,496.0,403.0,243.0,125.0,3282.0,-43.7736383303181,-21.6246995310757
BICAS,MG,784.0,806.0,824.0,882.0,2096.0,2097.0,1894.0,1934.0,1653.0,1030.0,612.0,14612.0,-43.1047014582444,-21.7314512580619
BIQUINHAS,MG,94.0,101.0,102.0,115.0,315.0,329.0,341.0,429.0,328.0,218.0,110.0,2482.0,-45.5396019592643,-18.7571790346602
BOA ESPERANCA,MG,2457.0,2473.0,2384.0,2584.0,6202.0,6110.0,5340.0,5063.0,4214.0,2247.0,1234.0,40308.0,-45.6211675273581,-21.0485269986142
BOA ESPERANCA,ES,2457.0,2473.0,2384.0,2584.0,6202.0,6110.0,5340.0,5063.0,4214.0,2247.0,1234.0,40308.0,-40.3291471989776,-18.4847622346682
BOA ESPERANCA,PR,2457.0,2473.0,2384.0,2584.0,6202.0,6110.0,5340.0,5063.0,4214.0,2247.0,1234.0,40308.0,-52.7509381949177,-24.2575186149394
BOCAINA DE MINAS,MG,245.0,245.0,227.0,280.0,767.0,719.0,788.0,777.0,562.0,305.0,173.0,5088.0,-44.4827404072853,-22.2157841295123
BOCAIUVA,MG,3645.0,3580.0,3396.0,3679.0,8292.0,8366.0,6823.0,5780.0,3894.0,2040.0,1026.0,50521.0,-43.6873712597075,-17.287147806433
BOM DESPACHO,MG,2925.0,2973.0,2969.0,3383.0,8149.0,8189.0,7218.0,6821.0,4918.0,2579.0,1312.0,51436.0,-45.2845057493628,-19.6834367426819
BOM JARDIM DE MINAS,MG,334.0,357.0,345.0,339.0,897.0,840.0,915.0,966.0,774.0,429.0,248.0,6444.0,-44.1269917171638,-21.9500561947934
BOM JESUS DA PENHA,MG,217.0,217.0,204.0,276.0,697.0,621.0,596.0,621.0,455.0,249.0,117.0,4270.0,-46.5290630971409,-21.0137721232784
BOM JESUS DO AMPARO,MG,388.0,392.0,375.0,408.0,998.0,1018.0,788.0,741.0,559.0,332.0,183.0,6182.0,-43.4686116594767,-19.7177098177868
BOM JESUS DO GALHO,MG,898.0,915.0,844.0,806.0,1983.0,2142.0,2128.0,2058.0,1525.0,938.0,555.0,14792.0,-42.3510951347378,-19.742209749232
BOM REPOUSO,MG,639.0,642.0,631.0,699.0,1664.0,1590.0,1565.0,1413.0,980.0,498.0,206.0,10527.0,-46.1843486510237,-22.4458527607309
BOM SUCESSO,PB,950.0,938.0,873.0,987.0,2494.0,2568.0,2626.0,2411.0,2018.0,1111.0,636.0,17612.0,-37.9491568028499,-6.47495519350038
BOM SUCESSO,MG,950.0,938.0,873.0,987.0,2494.0,2568.0,2626.0,2411.0,2018.0,1111.0,636.0,17612.0,-44.7841332279292,-21.0263962297969
BOM SUCESSO,PR,950.0,938.0,873.0,987.0,2494.0,2568.0,2626.0,2411.0,2018.0,1111.0,636.0,17612.0,-51.8242837660934,-23.713037600093
BONFIM,RR,283.0,310.0,296.0,326.0,859.0,846.0,1063.0,1115.0,864.0,570.0,320.0,6852.0,-60.1001800408275,2.78692211261399
BONFIM,MG,283.0,310.0,296.0,326.0,859.0,846.0,1063.0,1115.0,864.0,570.0,320.0,6852.0,-44.2148265632747,-20.3214682382378
BONFINOPOLIS DE MINAS,MG,337.0,338.0,303.0,283.0,731.0,756.0,766.0,739.0,560.0,383.0,201.0,5397.0,-46.1904732926701,-16.4863213114543
BONITO DE MINAS,MG,1089.0,1028.0,908.0,906.0,2004.0,1811.0,1246.0,1012.0,757.0,459.0,282.0,11502.0,-44.8976066227069,-14.9942060994279
BORDA DA MATA,MG,1050.0,1067.0,1121.0,1249.0,2860.0,3047.0,2626.0,2622.0,2184.0,1244.0,739.0,19809.0,-46.151769637737,-22.2565662648865
BOTELHOS,MG,868.0,869.0,831.0,860.0,2174.0,2116.0,2094.0,1984.0,1665.0,941.0,525.0,14927.0,-46.4194283049725,-21.6363451926867
BOTUMIRIM,MG,502.0,495.0,432.0,435.0,1057.0,1027.0,758.0,658.0,496.0,266.0,133.0,6259.0,-43.0056598522674,-16.9378109492759
BRASILANDIA DE MINAS,MG,1478.0,1395.0,1283.0,1385.0,3159.0,2771.0,2141.0,1566.0,1047.0,497.0,228.0,16950.0,-45.9026088747461,-16.9569789210809
BRASILIA DE MINAS,MG,2291.0,2283.0,2061.0,2052.0,5131.0,5302.0,4404.0,3670.0,2569.0,1714.0,983.0,32460.0,-44.4390718509658,-16.2426699636054
BRAS PIRES,MG,233.0,239.0,204.0,199.0,581.0,563.0,615.0,664.0,467.0,306.0,184.0,4255.0,-43.2274654445668,-20.8751018762192
BRAUNAS,MG,267.0,267.0,234.0,268.0,728.0,665.0,665.0,624.0,453.0,313.0,253.0,4737.0,-42.7164768881462,-19.0256872001989
BRAZOPOLIS,MG,802.0,820.0,769.0,782.0,2045.0,1939.0,2175.0,1894.0,1571.0,994.0,573.0,14364.0,-45.6279993267784,-22.4910999202308
BRUMADINHO,MG,2448.0,2449.0,2441.0,2758.0,6604.0,6294.0,6054.0,5608.0,3686.0,1933.0,933.0,41208.0,-44.1227045528467,-20.1778362037298
BUENO BRANDAO,MG,578.0,600.0,602.0,598.0,1479.0,1511.0,1628.0,1585.0,1264.0,755.0,382.0,10982.0,-46.3552308429732,-22.4859640631399
BUENOPOLIS,MG,653.0,645.0,602.0,623.0,1645.0,1700.0,1478.0,1229.0,888.0,566.0,313.0,10342.0,-44.0412720694621,-17.8805537375885
BUGRE,MG,267.0,270.0,251.0,238.0,570.0,554.0,541.0,525.0,378.0,229.0,161.0,3984.0,-42.3107468629879,-19.3577428862841
BURITIS,RO,2102.0,2039.0,1795.0,1880.0,4306.0,3795.0,3325.0,2635.0,1813.0,1013.0,476.0,25179.0,-63.9412277150937,-10.052095567536
BURITIS,MG,2102.0,2039.0,1795.0,1880.0,4306.0,3795.0,3325.0,2635.0,1813.0,1013.0,476.0,25179.0,-46.6044243397598,-15.4530616515468
BURITIZEIRO,MG,2406.0,2269.0,2052.0,2141.0,4727.0,4607.0,3828.0,2742.0,1983.0,982.0,447.0,28184.0,-45.1916714997146,-17.2854986990623
CABECEIRA GRANDE,MG,536.0,521.0,445.0,476.0,1188.0,964.0,979.0,908.0,571.0,297.0,140.0,7025.0,-47.1236768336595,-16.0764004653715
CABO VERDE,MG,819.0,821.0,869.0,947.0,2134.0,2314.0,2079.0,1722.0,1303.0,690.0,376.0,14074.0,-46.3915530296208,-21.4816095842836
CACHOEIRA DA PRATA,MG,175.0,178.0,179.0,194.0,498.0,515.0,536.0,513.0,404.0,251.0,137.0,3580.0,-44.4720696118672,-19.5168982165822
CACHOEIRA DE MINAS,MG,687.0,708.0,691.0,694.0,1629.0,1608.0,1603.0,1603.0,1254.0,751.0,381.0,11609.0,-45.7927941949393,-22.3624269354927
CACHOEIRA DOURADA,MG,193.0,200.0,185.0,174.0,399.0,406.0,375.0,358.0,216.0,126.0,88.0,2720.0,-49.4791992496842,-18.6076253547228
CACHOEIRA DOURADA,GO,193.0,200.0,185.0,174.0,399.0,406.0,375.0,358.0,216.0,126.0,88.0,2720.0,-49.6225526020702,-18.4917588093367
CAETANOPOLIS,MG,637.0,654.0,646.0,657.0,1845.0,1839.0,1565.0,1782.0,1287.0,626.0,331.0,11869.0,-44.4034485140067,-19.3425125824407
CAETE,MG,2770.0,2812.0,2833.0,3013.0,6720.0,6975.0,6490.0,5792.0,4348.0,2368.0,1243.0,45364.0,-43.6369134385908,-19.8677654620171
CAIANA,MG,400.0,403.0,396.0,409.0,931.0,898.0,763.0,610.0,430.0,212.0,132.0,5584.0,-41.9083445287379,-20.7253366390391
CAJURI,MG,217.0,226.0,230.0,230.0,555.0,564.0,564.0,495.0,468.0,255.0,157.0,3961.0,-42.7640101186759,-20.7853286829536
CALDAS,MG,772.0,795.0,793.0,817.0,1977.0,1939.0,2028.0,2206.0,1724.0,1023.0,526.0,14600.0,-46.3636696527516,-21.8907787377125
CAMACHO,MG,143.0,148.0,141.0,163.0,397.0,443.0,450.0,383.0,304.0,181.0,86.0,2839.0,-45.1321753613933,-20.6408468642523
CAMANDUCAIA,MG,1337.0,1339.0,1320.0,1481.0,3488.0,3162.0,3081.0,2758.0,2088.0,1220.0,557.0,21831.0,-46.0748136094155,-22.7868401386702
CAMBUI,RJ,1596.0,1616.0,1630.0,1825.0,4423.0,4603.0,4344.0,3993.0,3170.0,1872.0,996.0,30068.0,-41.9140285873025,-21.4962998078758
CAMBUQUIRA,MG,729.0,728.0,711.0,813.0,1986.0,1837.0,1652.0,1639.0,1401.0,822.0,492.0,12810.0,-45.2617806798947,-21.8590031690153
CAMPANARIO,MG,240.0,246.0,218.0,251.0,618.0,531.0,510.0,485.0,351.0,184.0,105.0,3739.0,-41.7344552601882,-18.2839146630396
CAMPANHA,MG,1020.0,1026.0,1009.0,1146.0,2715.0,2578.0,2191.0,2149.0,1686.0,855.0,480.0,16855.0,-45.4084326635049,-21.843862052334
CAMPESTRE,AL,1178.0,1191.0,1180.0,1326.0,3211.0,2955.0,2951.0,2826.0,2264.0,1316.0,654.0,21052.0,-35.5405048503835,-8.8936935998752
CAMPESTRE,MG,1178.0,1191.0,1180.0,1326.0,3211.0,2955.0,2951.0,2826.0,2264.0,1316.0,654.0,21052.0,-46.2215610410626,-21.7103380247404
CAMPINA VERDE,MG,1007.0,1028.0,1006.0,1040.0,2674.0,2927.0,2965.0,2994.0,2191.0,1248.0,679.0,19759.0,-49.8099646827677,-19.4791722367073
CAMPO AZUL,MG,281.0,278.0,226.0,217.0,592.0,569.0,505.0,426.0,365.0,230.0,141.0,3830.0,-44.7632188189829,-16.5087288765004
CAMPO BELO,MG,2981.0,3027.0,3038.0,3298.0,7569.0,8155.0,7863.0,6945.0,6133.0,3419.0,1910.0,54338.0,-45.2559308421952,-20.9196929718041
CAMPO DO MEIO,MG,696.0,694.0,642.0,713.0,1662.0,1626.0,1627.0,1621.0,1370.0,657.0,340.0,11648.0,-45.8496149488622,-21.1136439119127
CAMPO FLORIDO,MG,655.0,615.0,625.0,726.0,1560.0,1337.0,1118.0,795.0,505.0,294.0,153.0,8383.0,-48.6478454976156,-19.7133832221221
CAMPOS ALTOS,MG,1100.0,1067.0,1030.0,1176.0,2571.0,2559.0,2211.0,1728.0,1277.0,626.0,316.0,15661.0,-46.1970608659651,-19.6047556168408
CAMPOS GERAIS,MG,1853.0,1821.0,1671.0,1870.0,4424.0,4065.0,4269.0,3822.0,2820.0,1550.0,743.0,28908.0,-45.7534883860899,-21.2588096075488
CANAA,MG,244.0,245.0,222.0,223.0,639.0,741.0,663.0,597.0,478.0,295.0,186.0,4533.0,-42.6218506956531,-20.6668577965355
CANAPOLIS,BA,725.0,741.0,775.0,829.0,2028.0,2019.0,1765.0,1505.0,1013.0,566.0,285.0,12251.0,-44.2075869261325,-13.097779555974
CANAPOLIS,MG,725.0,741.0,775.0,829.0,2028.0,2019.0,1765.0,1505.0,1013.0,566.0,285.0,12251.0,-49.2725689950085,-18.7580922041921
CANA VERDE,MG,299.0,294.0,291.0,356.0,738.0,832.0,797.0,725.0,674.0,377.0,202.0,5585.0,-45.1856552254681,-21.0330409639834
CANDEIAS,BA,699.0,709.0,701.0,843.0,2091.0,2234.0,2181.0,2123.0,1758.0,988.0,563.0,14890.0,-38.4831608068329,-12.6772317956265
CANDEIAS,MG,699.0,709.0,701.0,843.0,2091.0,2234.0,2181.0,2123.0,1758.0,988.0,563.0,14890.0,-45.2796024515836,-20.7485104715801
CANTAGALO,MG,394.0,370.0,331.0,288.0,711.0,756.0,564.0,431.0,358.0,227.0,145.0,4575.0,-42.6486896259519,-18.5161179567731
CANTAGALO,RJ,394.0,370.0,331.0,288.0,711.0,756.0,564.0,431.0,358.0,227.0,145.0,4575.0,-42.3344337240664,-21.868673700253
CANTAGALO,PR,394.0,370.0,331.0,288.0,711.0,756.0,564.0,431.0,358.0,227.0,145.0,4575.0,-52.131417456941,-25.2871789938761
CAPARAO,MG,396.0,383.0,362.0,455.0,976.0,862.0,768.0,584.0,399.0,190.0,89.0,5464.0,-41.9493435261652,-20.5272991083591
CAPELA NOVA,MG,234.0,242.0,246.0,273.0,593.0,627.0,639.0,731.0,523.0,304.0,204.0,4616.0,-43.6085896709537,-20.9172919356683
CAPELINHA,MG,3247.0,3073.0,2727.0,2855.0,6969.0,6561.0,4958.0,3659.0,2440.0,1228.0,604.0,38321.0,-42.4919834977652,-17.6929175350175
CAPETINGA,MG,437.0,429.0,412.0,483.0,1069.0,1025.0,902.0,762.0,659.0,443.0,239.0,6860.0,-47.0317898339022,-20.6574037975537
CAPIM BRANCO,MG,590.0,577.0,562.0,674.0,1620.0,1519.0,1346.0,1228.0,984.0,490.0,306.0,9896.0,-44.1677899228265,-19.5700985254652
CAPINOPOLIS,MG,1038.0,1066.0,1079.0,1125.0,2491.0,2394.0,2304.0,2102.0,1416.0,834.0,445.0,16294.0,-49.581610913489,-18.6871863817237
CAPITAO ANDRADE,MG,462.0,445.0,401.0,351.0,766.0,849.0,728.0,649.0,470.0,280.0,158.0,5559.0,-41.8221360935425,-19.0511960958096
CAPITAO ENEAS,MG,1265.0,1232.0,1103.0,1191.0,2840.0,2481.0,1863.0,1529.0,1033.0,550.0,301.0,15388.0,-43.6646401756567,-16.1361184945298
CAPITOLIO,MG,482.0,489.0,504.0,555.0,1227.0,1238.0,1308.0,1200.0,908.0,517.0,265.0,8693.0,-46.1442602983512,-20.6126384914788
CAPUTIRA,MG,670.0,660.0,621.0,632.0,1357.0,1357.0,1274.0,1135.0,838.0,482.0,292.0,9318.0,-42.2524097533859,-20.1764682171585
CARAI,BA,2120.0,2062.0,1779.0,1691.0,3673.0,3601.0,2712.0,2367.0,1908.0,1188.0,771.0,23872.0,-39.5916644010321,-14.635816283209
CARANAIBA,MG,171.0,180.0,169.0,180.0,442.0,441.0,459.0,452.0,345.0,192.0,119.0,3150.0,-43.7206887189328,-20.8911708823048
CARANDAI,MG,1492.0,1505.0,1509.0,1720.0,4063.0,3994.0,3582.0,3460.0,2575.0,1309.0,622.0,25831.0,-43.8447281079263,-20.9966100477019
CARANGOLA,MG,1875.0,1887.0,1855.0,2067.0,5018.0,4865.0,4537.0,4289.0,3481.0,2003.0,1145.0,33022.0,-42.0875336894788,-20.7026019071471
CARATINGA,MG,6119.0,6091.0,5973.0,6497.0,14299.0,14592.0,13245.0,11040.0,8218.0,4508.0,2542.0,93124.0,-42.1021436044889,-19.7121112665471
CARBONITA,MG,641.0,630.0,548.0,561.0,1604.0,1592.0,1280.0,1156.0,725.0,432.0,254.0,9423.0,-43.0577318875354,-17.4940910439652
CAREACU,MG,469.0,456.0,436.0,479.0,999.0,943.0,950.0,826.0,654.0,395.0,219.0,6826.0,-45.6643691605458,-22.0786765122523
CARLOS CHAGAS,MG,1116.0,1136.0,1085.0,1096.0,2718.0,2897.0,2514.0,2274.0,1834.0,1146.0,700.0,18516.0,-40.8419380317419,-17.6741226953911
CARMESIA,MG,185.0,186.0,174.0,177.0,386.0,372.0,369.0,356.0,242.0,138.0,75.0,2660.0,-43.1744537133249,-19.0604304571531
CARMO DA CACHOEIRA,MG,897.0,859.0,820.0,843.0,1930.0,1795.0,1565.0,1497.0,1092.0,594.0,301.0,12193.0,-45.1963085484275,-21.4539427549109
CARMO DA MATA,MG,628.0,638.0,625.0,746.0,1780.0,1725.0,1668.0,1559.0,1115.0,665.0,397.0,11546.0,-44.8918170710802,-20.5596830166614
CARMO DE MINAS,MG,1099.0,1070.0,1017.0,1058.0,2427.0,2234.0,2046.0,1740.0,1319.0,671.0,350.0,15031.0,-45.161515062565,-22.0919986774366
CARMO DO CAJURU,MG,1446.0,1455.0,1446.0,1544.0,3718.0,3431.0,3364.0,2985.0,1953.0,1056.0,502.0,22900.0,-44.7011896433223,-20.196495800399
CARMO DO PARANAIBA,MG,1643.0,1683.0,1676.0,1823.0,4490.0,4336.0,4435.0,4221.0,3239.0,1836.0,957.0,30339.0,-46.1850729044832,-18.9076068837726
CARMO DO RIO CLARO,MG,1237.0,1248.0,1238.0,1285.0,3125.0,3190.0,3179.0,2867.0,2161.0,1168.0,612.0,21310.0,-46.0990644590815,-20.9721624446073
CARMOPOLIS DE MINAS,MG,1150.0,1145.0,1146.0,1376.0,3146.0,3148.0,2905.0,2573.0,1734.0,923.0,510.0,19756.0,-44.6479088597884,-20.5619008337614
CARNEIRINHO,MG,592.0,589.0,569.0,640.0,1520.0,1659.0,1523.0,1255.0,926.0,556.0,274.0,10103.0,-50.8298089076987,-19.7501778880121
CARRANCAS,MG,242.0,237.0,213.0,222.0,601.0,568.0,530.0,561.0,468.0,261.0,149.0,4052.0,-44.6120238888252,-21.4963099130896
CARVALHOPOLIS,MG,217.0,218.0,205.0,221.0,518.0,478.0,448.0,492.0,411.0,251.0,155.0,3614.0,-45.8305165258763,-21.7728344843069
CARVALHOS,MG,182.0,188.0,192.0,223.0,638.0,661.0,620.0,727.0,532.0,309.0,173.0,4445.0,-44.4886229540832,-22.0225669613388
CASA GRANDE,MG,125.0,126.0,121.0,150.0,347.0,337.0,358.0,293.0,193.0,131.0,70.0,2251.0,-43.9379974797988,-20.8361842497995
CASCALHO RICO,MG,188.0,184.0,173.0,170.0,409.0,379.0,492.0,475.0,315.0,220.0,103.0,3108.0,-47.8769570623059,-18.5685970383615
CASSIA,MG,1036.0,1051.0,1030.0,1141.0,2609.0,2509.0,2406.0,2273.0,1982.0,1130.0,574.0,17741.0,-46.9290398741102,-20.5425460862669
CONCEICAO DA BARRA DE MINAS,MG,201.0,210.0,209.0,245.0,594.0,605.0,598.0,547.0,369.0,233.0,128.0,3939.0,-44.4930615807123,-21.1451124903509
CATAGUASES,MG,3905.0,4016.0,4125.0,4497.0,11062.0,11727.0,10796.0,10282.0,8283.0,4643.0,2606.0,75942.0,-42.6740966945744,-21.3423894787589
CATAS ALTAS,MG,365.0,358.0,334.0,375.0,926.0,799.0,830.0,678.0,452.0,233.0,115.0,5465.0,-43.4078380012516,-20.0755523906976
CATAS ALTAS DA NORUEGA,MG,232.0,232.0,216.0,231.0,588.0,634.0,513.0,433.0,306.0,186.0,94.0,3665.0,-43.5000769392369,-20.6695749790322
CATUJI,MG,554.0,529.0,460.0,439.0,961.0,973.0,795.0,633.0,450.0,256.0,156.0,6206.0,-41.498449705024,-17.3717936973036
CATUTI,MG,321.0,325.0,275.0,269.0,794.0,759.0,673.0,672.0,451.0,269.0,136.0,4944.0,-43.0973375934078,-15.3356854941429
CAXAMBU,MG,1159.0,1202.0,1159.0,1232.0,2988.0,2945.0,2958.0,2943.0,2608.0,1524.0,848.0,21566.0,-44.9473043295768,-21.9775672346938
CEDRO DO ABAETE,MG,61.0,58.0,51.0,61.0,159.0,152.0,162.0,152.0,148.0,88.0,58.0,1150.0,-45.6985911867453,-19.120782420494
CENTRAL DE MINAS,MG,412.0,435.0,420.0,419.0,963.0,1007.0,1051.0,1001.0,715.0,400.0,236.0,7059.0,-41.2948335881992,-18.7683419464535
CENTRALINA,MG,625.0,641.0,633.0,664.0,1503.0,1452.0,1388.0,1357.0,1066.0,653.0,361.0,10343.0,-49.1625640546345,-18.6333234975444
CHACARA,MG,149.0,147.0,136.0,179.0,483.0,412.0,452.0,535.0,405.0,202.0,116.0,3216.0,-43.2132652419177,-21.6866069999697
CHALE,MG,338.0,329.0,310.0,346.0,831.0,852.0,821.0,716.0,606.0,334.0,212.0,5695.0,-41.6597859573635,-20.030922319968
CHAPADA DO NORTE,MG,1243.0,1233.0,1145.0,1206.0,2642.0,2721.0,1915.0,1469.0,956.0,543.0,261.0,15334.0,-42.412386254371,-17.1472876534145
CHAPADA GAUCHA,MG,1443.0,1310.0,1134.0,1165.0,2703.0,2571.0,1519.0,1018.0,755.0,399.0,200.0,14217.0,-45.4587513546485,-15.4692092945662
CHIADOR,MG,173.0,170.0,167.0,178.0,355.0,359.0,350.0,357.0,280.0,177.0,91.0,2657.0,-43.029347401683,-22.0028461039295
CIPOTANEA,MG,371.0,374.0,362.0,404.0,1094.0,1149.0,917.0,906.0,594.0,390.0,250.0,6811.0,-43.358080502233,-20.9239029062517
CLARAVAL,MG,361.0,352.0,326.0,337.0,763.0,742.0,646.0,536.0,458.0,250.0,102.0,4873.0,-47.239521600474,-20.3694708269448
CLARO DOS POCOES,MG,451.0,471.0,438.0,410.0,1062.0,1130.0,1079.0,955.0,728.0,476.0,278.0,7478.0,-44.2280597703812,-17.0686059187683
CLAUDIO,MG,1910.0,1861.0,1864.0,2157.0,4821.0,4782.0,4243.0,3374.0,2301.0,1167.0,613.0,29093.0,-44.77599275362,-20.3973651228441
COIMBRA,MG,434.0,442.0,429.0,512.0,1168.0,1069.0,1078.0,1047.0,760.0,430.0,262.0,7631.0,-42.7915454015465,-20.8438522991656
COLUNA,MG,660.0,654.0,587.0,592.0,1367.0,1376.0,1206.0,979.0,718.0,428.0,243.0,8810.0,-42.8393195097739,-18.2480338087019
COMENDADOR GOMES,MG,219.0,214.0,215.0,213.0,471.0,497.0,426.0,390.0,274.0,138.0,71.0,3128.0,-49.0710022000807,-19.6722271122038
COMERCINHO,MG,447.0,463.0,412.0,382.0,945.0,970.0,861.0,757.0,632.0,469.0,286.0,6624.0,-41.7675268933872,-16.2849612562221
CONCEICAO DA APARECIDA,MG,705.0,713.0,701.0,719.0,1469.0,1567.0,1413.0,1247.0,951.0,551.0,315.0,10351.0,-46.225979924355,-21.0969285746468
CONCEICAO DAS PEDRAS,MG,137.0,137.0,133.0,151.0,379.0,430.0,435.0,419.0,307.0,178.0,108.0,2814.0,-45.4250664691619,-22.1469750669571
CONCEICAO DAS ALAGOAS,MG,2239.0,2168.0,2292.0,2598.0,5385.0,4940.0,3711.0,2713.0,1629.0,771.0,336.0,28782.0,-48.361453747131,-19.9597637263907
CONCEICAO DE IPANEMA,MG,280.0,289.0,271.0,261.0,588.0,655.0,701.0,654.0,441.0,270.0,171.0,4581.0,-41.6866864558122,-19.9134910610931
CONCEICAO DO MATO DENTRO,MG,1316.0,1280.0,1132.0,1160.0,2909.0,2699.0,2203.0,1991.0,1406.0,817.0,525.0,17438.0,-43.5086736517347,-18.9367005739501
CONCEICAO DO PARA,MG,338.0,335.0,321.0,337.0,771.0,826.0,792.0,747.0,554.0,346.0,191.0,5558.0,-44.8718115069312,-19.7856232904414
CONCEICAO DO RIO VERDE,MG,954.0,928.0,875.0,926.0,2126.0,1953.0,1780.0,1692.0,1341.0,746.0,408.0,13729.0,-45.090855651934,-21.897404312724
CONCEICAO DOS OUROS,MG,807.0,820.0,813.0,826.0,1884.0,1834.0,1618.0,1457.0,1025.0,525.0,243.0,11852.0,-45.7768236677994,-22.4481743082646
CONEGO MARINHO,MG,586.0,581.0,496.0,521.0,1255.0,1224.0,961.0,764.0,602.0,475.0,265.0,7730.0,-44.6003269022028,-14.980725705497
CONFINS,MG,395.0,393.0,389.0,474.0,1211.0,1047.0,1042.0,870.0,604.0,289.0,153.0,6867.0,-43.9749551061499,-19.6421326383683
CONGONHAL,MG,626.0,627.0,633.0,754.0,1771.0,1781.0,1829.0,1729.0,1332.0,755.0,372.0,12209.0,-46.0414253385866,-22.1434197228824
CONGONHAS,MG,3503.0,3527.0,3550.0,3823.0,9433.0,9501.0,7590.0,6752.0,4832.0,2268.0,1057.0,55836.0,-43.8617176162527,-20.5161067059481
CONGONHAS DO NORTE,MG,352.0,344.0,292.0,320.0,828.0,739.0,711.0,580.0,422.0,289.0,170.0,5047.0,-43.6880927876127,-18.8627078871529
CONQUISTA,MG,424.0,420.0,406.0,483.0,1084.0,1084.0,954.0,887.0,668.0,395.0,192.0,6997.0,-47.6239283155867,-19.8835805451713
CONSELHEIRO LAFAIETE,MG,7514.0,7556.0,7894.0,8754.0,20426.0,22126.0,18241.0,15826.0,12757.0,6458.0,3032.0,130584.0,-43.7886821392692,-20.6660145792377
CONSELHEIRO PENA,MG,1530.0,1564.0,1471.0,1476.0,3374.0,3279.0,3139.0,2882.0,2192.0,1320.0,748.0,22975.0,-41.4565562364393,-19.1701115012427
CONSOLACAO,MG,102.0,102.0,96.0,102.0,262.0,221.0,240.0,254.0,197.0,136.0,74.0,1786.0,-45.9163284744269,-22.5381052956495
CONTAGEM,MG,41011.0,40852.0,42621.0,48841.0,110181.0,112912.0,101529.0,78361.0,57172.0,28457.0,11912.0,673849.0,-44.0839453988166,-19.8874098508328
COQUEIRAL,MG,531.0,534.0,502.0,565.0,1345.0,1331.0,1226.0,1186.0,1015.0,539.0,325.0,9099.0,-45.41537212197,-21.1690280047916
CORACAO DE JESUS,MG,1963.0,1937.0,1699.0,1579.0,4166.0,4289.0,3542.0,3202.0,2195.0,1340.0,708.0,26620.0,-44.378611390706,-16.6132166384748
CORDISBURGO,MG,437.0,451.0,443.0,467.0,1220.0,1384.0,1302.0,1230.0,1018.0,601.0,350.0,8903.0,-44.2049913448948,-19.0921392174643
CORDISLANDIA,MG,250.0,249.0,227.0,231.0,551.0,504.0,450.0,457.0,341.0,198.0,88.0,3546.0,-45.6620928532843,-21.7818991371567
CORINTO,MG,1470.0,1487.0,1424.0,1499.0,3466.0,3509.0,3193.0,3038.0,2476.0,1284.0,761.0,23607.0,-44.6174555372565,-18.3353965940532
COROACI,MG,590.0,592.0,543.0,617.0,1520.0,1500.0,1383.0,1217.0,969.0,579.0,387.0,9897.0,-42.2685180570056,-18.6169987378893
COROMANDEL,MG,1539.0,1548.0,1510.0,1689.0,4115.0,4094.0,4076.0,4051.0,2933.0,1639.0,764.0,27958.0,-47.1369811623576,-18.4128480633082
CORONEL FABRICIANO,MG,6802.0,6858.0,7013.0,7686.0,17046.0,17447.0,15590.0,13519.0,10540.0,5416.0,2792.0,110709.0,-42.6899910350075,-19.458575921283
CORONEL MURTA,MG,611.0,597.0,544.0,573.0,1428.0,1485.0,1217.0,1071.0,858.0,486.0,339.0,9209.0,-42.1763196945767,-16.5912061998891
CORONEL PACHECO,MG,152.0,160.0,162.0,176.0,430.0,469.0,424.0,481.0,340.0,194.0,107.0,3095.0,-43.2930461301277,-21.6045743467504
CORONEL XAVIER CHAVES,MG,217.0,223.0,223.0,211.0,484.0,455.0,516.0,469.0,323.0,215.0,112.0,3448.0,-44.1965821240515,-21.0246389126328
CORREGO DANTA,MG,154.0,154.0,153.0,191.0,382.0,412.0,448.0,467.0,386.0,279.0,142.0,3168.0,-45.982934070568,-19.7815350819576
CORREGO DO BOM JESUS,MG,162.0,176.0,173.0,161.0,440.0,473.0,508.0,553.0,498.0,350.0,191.0,3685.0,-45.9932179949734,-22.6345046487947
CORREGO FUNDO,MG,340.0,341.0,338.0,427.0,1009.0,1015.0,1028.0,868.0,589.0,305.0,165.0,6425.0,-45.5321418371383,-20.4507498187668
CORREGO NOVO,MG,189.0,189.0,172.0,162.0,360.0,411.0,378.0,352.0,253.0,144.0,78.0,2688.0,-42.4456304141865,-19.8305313599643
COUTO DE MAGALHAES DE MINAS,MG,285.0,296.0,274.0,257.0,712.0,667.0,593.0,559.0,410.0,235.0,148.0,4436.0,-43.439882129244,-18.0843928930123
CRISOLITA,MG,591.0,549.0,440.0,451.0,1192.0,1043.0,893.0,689.0,443.0,320.0,203.0,6814.0,-40.961506220001,-17.2401087128069
CRISTAIS,MG,886.0,882.0,896.0,917.0,1949.0,2082.0,1850.0,1464.0,1118.0,650.0,366.0,13060.0,-45.5574273595065,-20.8110236819301
CRISTALIA,GO,578.0,548.0,477.0,525.0,1142.0,1012.0,668.0,477.0,297.0,178.0,90.0,5992.0,-47.5180257083461,-16.6981933832639
